"FOLIO","VIV_SEL","P0_1","P0_2","P0_3","P0_4_1","P0_4_1A","P0_4_2","P0_4_2A","P1_1","P1_2","P1_3","TLOC","REGION","EST_DIS","UPM_DIS","FAC_VIV"
"11780","11","01","02","01","1","1","1","2","04","1","","3","2","196","0001815",1275
"11781","12","01","02","00","1","1","1","2","04","1","","3","2","196","0001815",1275
"11782","13","03","05","01","1","1","1","1","03","1","","3","2","196","0001815",1275
"11783","14","02","04","01","2","","1","2","04","1","","3","2","196","0001815",1275
"11784","15","02","03","01","1","1","1","1","02","1","","3","2","196","0001815",1275
"11785","16","02","02","01","1","1","1","1","06","1","","3","2","196","0001815",1275
"11786","17","01","02","00","2","","1","2","02","1","","3","2","196","0001815",1275
"11787","18","01","02","01","2","","2","","04","1","","3","2","196","0001815",1275
"11788","19","02","04","00","2","","2","","04","1","","3","2","196","0001815",1275
"11789","20","02","03","01","1","1","2","","03","1","","3","2","196","0001815",1275
"11790","01","02","05","01","1","1","1","2","04","1","","3","2","196","0001816",1172
"11791","02","01","05","02","1","1","1","1","04","1","","3","2","196","0001816",1172
"11792","03","01","04","01","1","1","1","1","01","1","","3","2","196","0001816",1172
"11793","04","03","06","02","1","2","1","1","07","1","","3","2","196","0001816",1172
"11794","05","01","02","01","1","1","1","2","05","1","","3","2","196","0001816",1172
"11795","06","02","03","01","2","","1","2","02","1","","3","2","196","0001816",1172
"11796","07","03","05","01","1","2","1","1","07","1","","3","2","196","0001816",1172
"11797","08","02","03","01","1","1","1","1","03","1","","3","2","196","0001816",1172
"11798","09","02","04","01","1","1","2","","02","1","","3","2","196","0001816",1172
"11799","10","03","04","01","1","1","1","1","04","1","","3","2","196","0001816",1172
"11800","11","02","03","01","2","","1","1","04","1","","3","2","196","0001816",1172
"11801","12","02","05","02","2","","1","1","03","1","","3","2","196","0001816",1172
"11802","13","01","03","01","2","","2","","04","1","","3","2","196","0001816",1172
"11803","14","02","02","01","1","1","1","1","02","1","","3","2","196","0001816",1172
"11804","15","03","05","01","1","3","1","1","05","1","","3","2","196","0001816",1172
"11805","16","03","04","01","2","","2","","04","1","","3","2","196","0001816",1172
"11806","17","04","05","02","1","1","2","","03","1","","3","2","196","0001816",1172
"11807","19","01","03","01","2","","2","","01","1","","3","2","196","0001816",1172
"11808","20","02","03","00","2","","2","","03","1","","3","2","196","0001816",1172
"11809","03","02","05","01","2","","2","","05","1","","3","2","196","0001817",1174
"11810","05","03","05","01","1","1","1","1","03","1","","3","2","196","0001817",1174
"11811","09","02","04","01","1","1","2","","06","1","","3","2","196","0001817",1174
"11812","12","03","04","01","1","2","1","1","02","1","","3","2","196","0001817",1174
"11813","13","03","04","01","1","1","1","1","06","1","","3","2","196","0001817",1174
"11814","14","01","04","02","1","1","1","1","01","1","","3","2","196","0001817",1174
"11815","15","02","03","00","1","1","2","","03","1","","3","2","196","0001817",1174
"11816","16","02","04","01","1","1","1","1","04","1","","3","2","196","0001817",1174
"11817","17","01","03","02","2","","1","1","01","1","","3","2","196","0001817",1174
"11818","18","01","02","01","1","1","1","1","05","1","","3","2","196","0001817",1174
"11819","19","02","02","01","1","1","2","","07","1","","3","2","196","0001817",1174
"11820","01","02","02","00","2","","2","","01","1","","4","2","197","0001818",1826
"11821","02","02","02","00","1","1","2","","04","1","","4","2","197","0001818",1826
"11822","03","02","04","01","2","","2","","01","1","","4","2","197","0001818",1826
"11823","04","02","02","01","2","","2","","03","1","","4","2","197","0001818",1826
"11824","05","04","05","00","1","2","2","","01","1","","4","2","197","0001818",1826
"11825","07","02","03","00","2","","2","","04","1","","4","2","197","0001818",1826
"11826","08","01","01","00","2","","2","","01","1","","4","2","197","0001818",1826
"11827","09","02","04","01","2","","2","","02","1","","4","2","197","0001818",1826
"11828","10","01","02","00","1","1","2","","01","1","","4","2","197","0001818",1826
"11829","11","02","02","00","2","","2","","03","1","","4","2","197","0001818",1826
"11830","12","01","02","00","1","1","2","","05","1","","4","2","197","0001818",1826
"11831","13","03","05","01","1","1","1","2","07","1","","4","2","197","0001818",1826
"11832","14","01","01","00","2","","2","","01","1","","4","2","197","0001818",1826
"11833","15","01","03","00","1","1","2","","02","1","","4","2","197","0001818",1826
"11834","16","02","02","00","1","1","2","","03","1","","4","2","197","0001818",1826
"11835","17","02","04","02","1","2","2","","03","1","","4","2","197","0001818",1826
"11836","18","02","02","00","1","1","2","","02","1","","4","2","197","0001818",1826
"11837","19","01","01","01","1","1","2","","01","1","","4","2","197","0001818",1826
"11838","20","01","02","01","1","1","2","","03","1","","4","2","197","0001818",1826
"11839","01","02","03","00","1","1","2","","02","1","","4","2","197","0001819",1158
"11840","02","02","03","00","1","1","2","","02","1","","4","2","197","0001819",1158
"11841","06","02","03","00","2","","2","","02","1","","4","2","197","0001819",1158
"11842","07","02","04","02","1","1","2","","03","1","","4","2","197","0001819",1158
"11843","08","01","01","01","2","","2","","03","1","","4","2","197","0001819",1158
"11844","09","01","01","00","2","","2","","01","1","","4","2","197","0001819",1158
"11845","10","03","06","00","2","","2","","05","1","","4","2","197","0001819",1158
"11846","12","02","06","01","1","1","2","","02","1","","4","2","197","0001819",1158
"11847","13","01","02","01","1","1","2","","04","1","","4","2","197","0001819",1158
"11848","14","02","04","01","2","","2","","02","1","","4","2","197","0001819",1158
"11849","15","03","03","01","2","","2","","03","1","","4","2","197","0001819",1158
"11850","17","01","03","01","2","","2","","02","1","","4","2","197","0001819",1158
"11851","19","01","03","01","2","","2","","02","1","","4","2","197","0001819",1158
"11852","20","01","03","01","2","","2","","01","1","","4","2","197","0001819",1158
"11853","01","01","02","00","2","","2","","04","1","","4","2","197","0001820",1310
"11854","02","01","01","01","1","1","2","","04","1","","4","2","197","0001820",1310
"11855","03","02","03","01","1","1","2","","03","1","","4","2","197","0001820",1310
"11856","04","02","04","01","2","","2","","02","1","","4","2","197","0001820",1310
"11857","05","03","04","01","1","1","2","","01","1","","4","2","197","0001820",1310
"11858","06","02","03","00","2","","2","","02","1","","4","2","197","0001820",1310
"11859","07","01","03","01","1","1","1","1","03","1","","4","2","197","0001820",1310
"11860","08","01","03","01","2","","2","","04","1","","4","2","197","0001820",1310
"11861","09","01","02","01","1","1","2","","02","1","","4","2","197","0001820",1310
"11862","11","02","02","00","2","","2","","02","1","","4","2","197","0001820",1310
"11863","12","03","04","01","1","1","2","","04","1","","4","2","197","0001820",1310
"11864","13","01","02","01","1","1","2","","05","1","","4","2","197","0001820",1310
"11865","14","02","03","01","2","","2","","04","1","","4","2","197","0001820",1310
"11866","16","01","02","00","2","","2","","04","1","","4","2","197","0001820",1310
"11867","17","02","03","01","1","1","2","","04","1","","4","2","197","0001820",1310
"11868","18","02","03","01","2","","2","","02","1","","4","2","197","0001820",1310
"11869","19","01","02","01","2","","2","","02","1","","4","2","197","0001820",1310
"11870","20","01","03","01","2","","2","","01","1","","4","2","197","0001820",1310
"11871","01","01","02","01","2","","2","","02","1","","4","2","197","0001821",1974
"11872","02","02","04","01","1","1","1","1","02","1","","4","2","197","0001821",1974
"11873","03","02","03","01","1","1","2","","04","1","","4","2","197","0001821",1974
"11874","04","02","05","01","1","1","2","","04","1","","4","2","197","0001821",1974
"11875","06","02","04","01","1","1","2","","04","1","","4","2","197","0001821",1974
"11876","07","02","04","01","1","1","2","","05","1","","4","2","197","0001821",1974
"11877","08","02","03","02","1","1","2","","05","1","","4","2","197","0001821",1974
"11878","09","01","02","01","1","1","2","","03","1","","4","2","197","0001821",1974
"11879","10","03","08","02","1","2","2","","05","2","02","4","2","197","0001821",1974
"11880","11","03","06","01","1","1","1","1","02","1","","4","2","197","0001821",1974
"11881","12","02","03","01","1","1","2","","02","1","","4","2","197","0001821",1974
"11882","13","02","04","01","1","1","2","","02","1","","4","2","197","0001821",1974
"11883","14","01","03","01","1","1","2","","04","1","","4","2","197","0001821",1974
"11884","15","02","03","01","1","1","2","","02","1","","4","2","197","0001821",1974
"11885","16","02","04","01","2","","2","","05","1","","4","2","197","0001821",1974
"11886","18","02","03","00","1","1","2","","05","1","","4","2","197","0001821",1974
"11887","19","02","04","01","2","","2","","02","1","","4","2","197","0001821",1974
"11888","20","03","04","01","1","3","2","","05","1","","4","2","197","0001821",1974
"11889","01","02","03","02","1","1","1","1","03","1","","2","5","207","0001822",557
"11890","02","02","03","01","2","","1","1","03","1","","2","5","207","0001822",557
"11891","03","02","04","01","2","","1","1","05","1","","2","5","207","0001822",557
"11892","04","02","04","01","2","","2","","01","1","","2","5","207","0001822",557
"11893","05","02","04","01","2","","2","","01","1","","2","5","207","0001822",557
"11894","01","02","03","01","2","","1","1","06","1","","2","5","206","0001823",515
"11895","02","02","03","01","1","2","1","1","02","1","","2","5","206","0001823",515
"11896","03","02","04","01","2","","1","1","03","1","","2","5","206","0001823",515
"11897","04","02","03","01","2","","2","","04","1","","2","5","206","0001823",515
"11898","02","02","03","01","2","","1","1","05","1","","2","5","207","0001824",618
"11899","03","02","03","01","2","","2","","04","1","","2","5","207","0001824",618
"11900","04","03","04","01","2","","1","1","06","1","","2","5","207","0001824",618
"11901","05","03","06","03","1","1","1","1","04","1","","2","5","207","0001824",618
"11902","04","01","03","01","2","","2","","03","1","","2","5","203","0001825",582
"11903","05","02","03","00","2","","1","1","04","1","","2","5","203","0001825",582
"11904","06","02","04","01","2","","1","1","01","1","","2","5","203","0001825",582
"11905","07","03","07","02","1","1","1","1","04","1","","2","5","203","0001825",582
"11906","08","01","03","01","2","","2","","02","1","","2","5","203","0001825",582
"11907","09","03","07","01","1","1","1","1","03","1","","2","5","203","0001825",582
"11908","10","03","06","02","1","1","1","1","04","1","","2","5","203","0001825",582
"11909","11","02","05","01","1","1","1","1","07","1","","2","5","203","0001825",582
"11910","12","05","06","03","1","1","1","1","06","1","","2","5","203","0001825",582
"11911","13","03","05","01","1","1","1","1","07","1","","2","5","203","0001825",582
"11912","14","02","03","01","1","1","1","1","03","1","","2","5","203","0001825",582
"11913","15","01","03","01","2","","2","","02","1","","2","5","203","0001825",582
"11914","16","03","06","02","1","1","1","1","03","1","","2","5","203","0001825",582
"11915","17","02","03","00","2","","1","1","04","1","","2","5","203","0001825",582
"11916","18","03","08","01","2","","1","1","03","1","","2","5","203","0001825",582
"11917","19","04","05","01","1","1","1","1","04","1","","2","5","203","0001825",582
"11918","20","03","05","01","2","","1","1","04","1","","2","5","203","0001825",582
"11919","02","03","05","00","2","","1","1","05","1","","2","5","203","0001826",671
"11920","03","01","02","00","2","","2","","02","1","","2","5","203","0001826",671
"11921","05","01","02","00","2","","1","1","02","1","","2","5","203","0001826",671
"11922","06","01","04","01","1","1","2","","03","1","","2","5","203","0001826",671
"11923","07","03","04","00","2","","2","","01","1","","2","5","203","0001826",671
"11924","08","01","03","00","2","","2","","04","1","","2","5","203","0001826",671
"11925","09","01","03","01","2","","2","","01","1","","2","5","203","0001826",671
"11926","10","01","02","01","2","","1","1","02","1","","2","5","203","0001826",671
"11927","11","01","02","01","2","","2","","05","1","","2","5","203","0001826",671
"11928","12","02","03","01","2","","2","","03","1","","2","5","203","0001826",671
"11929","13","01","04","01","2","","2","","03","1","","2","5","203","0001826",671
"11930","14","02","03","01","2","","2","","05","1","","2","5","203","0001826",671
"11931","15","03","05","01","2","","2","","02","1","","2","5","203","0001826",671
"11932","16","02","03","00","2","","2","","03","1","","2","5","203","0001826",671
"11933","17","03","04","01","2","","1","1","05","1","","2","5","203","0001826",671
"11934","18","02","03","01","2","","1","1","03","1","","2","5","203","0001826",671
"11935","19","03","04","04","2","","1","1","06","1","","2","5","203","0001826",671
"11936","20","02","03","01","2","","1","1","04","1","","2","5","203","0001826",671
"11937","01","02","03","01","2","","2","","02","1","","2","5","206","0001827",599
"11938","02","02","03","01","2","","1","2","05","1","","2","5","206","0001827",599
"11939","03","02","03","01","2","","1","1","05","1","","2","5","206","0001827",599
"11940","04","01","02","01","2","","2","","04","1","","2","5","206","0001827",599
"11941","05","02","03","01","2","","1","1","04","1","","2","5","206","0001827",599
"11942","01","02","05","02","1","1","1","1","01","1","","2","5","206","0001828",618
"11943","02","02","05","01","2","","2","","05","1","","2","5","206","0001828",618
"11944","03","02","04","01","2","","1","1","06","1","","2","5","206","0001828",618
"11945","04","01","04","01","2","","2","","01","1","","2","5","206","0001828",618
"11946","01","03","06","01","2","","2","","04","1","","2","5","206","0001829",851
"11947","02","02","04","01","1","1","1","1","05","1","","2","5","206","0001829",851
"11948","03","01","04","01","1","1","1","1","02","1","","2","5","206","0001829",851
"11949","04","01","03","01","2","","1","1","03","1","","2","5","206","0001829",851
"11950","05","02","03","01","2","","2","","04","1","","2","5","206","0001829",851
"11951","01","03","05","02","1","1","1","1","03","1","","2","5","206","0001830",770
"11952","02","02","03","00","2","","2","","04","1","","2","5","206","0001830",770
"11953","04","02","03","01","2","","2","","04","1","","2","5","206","0001830",770
"11954","01","03","05","01","1","1","1","1","04","1","","2","5","206","0001831",844
"11955","02","02","03","01","2","","1","1","02","1","","2","5","206","0001831",844
"11956","03","03","05","01","1","1","1","1","02","1","","2","5","206","0001831",844
"11957","05","01","01","00","2","","2","","05","1","","2","5","206","0001831",844
"11958","01","02","03","00","1","1","2","","06","1","","2","5","206","0001832",866
"11959","02","03","08","01","1","1","1","1","07","2","02","2","5","206","0001832",866
"11960","03","04","07","01","2","","1","1","07","1","","2","5","206","0001832",866
"11961","04","02","04","01","2","","2","","02","1","","2","5","206","0001832",866
"11962","05","03","05","01","1","1","2","","05","1","","2","5","206","0001832",866
"11963","01","01","01","00","2","","1","1","02","1","","2","5","206","0001833",843
"11964","03","03","03","01","1","1","1","2","07","2","02","2","5","206","0001833",843
"11965","04","03","06","01","1","1","1","1","04","1","","2","5","206","0001833",843
"11966","05","01","01","00","2","","2","","04","1","","2","5","206","0001833",843
"11967","01","02","03","00","2","","2","","08","1","","2","5","206","0001834",804
"11968","02","04","06","01","2","","2","","10","1","","2","5","206","0001834",804
"11969","03","03","04","01","2","","2","","07","1","","2","5","206","0001834",804
"11970","04","03","04","01","2","","2","","04","1","","2","5","206","0001834",804
"11971","05","01","02","00","2","","1","1","04","1","","2","5","206","0001834",804
"11972","01","03","04","01","2","","1","1","07","1","","2","5","206","0001835",764
"11973","02","02","03","01","2","","2","","03","1","","2","5","206","0001835",764
"11974","03","03","05","01","2","","2","","03","1","","2","5","206","0001835",764
"11975","04","03","05","01","2","","1","1","08","2","02","2","5","206","0001835",764
"11976","05","01","02","00","1","1","2","","03","1","","2","5","206","0001835",764
"11977","01","01","03","00","2","","1","1","05","1","","2","5","206","0001836",902
"11978","02","02","02","01","2","","1","1","03","1","","2","5","206","0001836",902
"11979","03","01","02","00","1","1","2","","02","1","","2","5","206","0001836",902
"11980","04","02","03","01","2","","1","1","04","1","","2","5","206","0001836",902
"11981","05","02","07","01","2","","2","","02","1","","2","5","206","0001836",902
"11982","01","02","05","00","2","","1","1","04","1","","2","5","206","0001837",816
"11983","02","03","04","01","2","","2","","12","1","","2","5","206","0001837",816
"11984","03","02","04","01","2","","1","1","05","1","","2","5","206","0001837",816
"11985","04","02","05","01","1","1","2","","05","1","","2","5","206","0001837",816
"11986","05","03","05","01","2","","2","","03","1","","2","5","206","0001837",816
"11987","01","04","06","01","1","1","1","1","03","1","","2","5","206","0001838",886
"11988","02","02","02","01","1","1","2","","04","1","","2","5","206","0001838",886
"11989","03","05","06","01","1","1","1","1","08","1","","2","5","206","0001838",886
"11990","04","03","04","01","2","","1","1","05","1","","2","5","206","0001838",886
"11991","05","03","03","00","2","","2","","07","1","","2","5","206","0001838",886
"11992","02","02","03","01","2","","1","1","04","1","","2","5","206","0001839",772
"11993","03","04","05","01","2","","2","","02","1","","2","5","206","0001839",772
"11994","04","01","01","01","2","","2","","03","1","","2","5","206","0001839",772
"11995","05","03","05","01","1","1","1","1","13","1","","2","5","206","0001839",772
"11996","01","01","02","00","2","","2","","03","1","","2","5","206","0001840",804
"11997","02","02","03","01","2","","2","","06","1","","2","5","206","0001840",804
"11998","03","03","04","01","2","","1","1","04","1","","2","5","206","0001840",804
"11999","04","03","04","01","2","","1","1","07","1","","2","5","206","0001840",804
"12000","05","01","06","02","2","","1","1","01","1","","2","5","206","0001840",804
"12001","02","04","06","01","1","2","1","1","04","1","","2","5","206","0001841",756
"12002","03","03","09","01","2","","1","1","04","1","","2","5","206","0001841",756
"12003","04","01","02","00","2","","2","","02","1","","2","5","206","0001841",756
"12004","05","02","04","01","2","","2","","02","1","","2","5","206","0001841",756
"12005","01","03","05","01","1","1","1","1","04","1","","2","5","206","0001842",816
"12006","02","01","01","00","2","","2","","05","1","","2","5","206","0001842",816
"12007","03","02","03","01","1","1","1","1","06","1","","2","5","206","0001842",816
"12008","04","05","07","01","1","1","1","1","05","1","","2","5","206","0001842",816
"12009","05","02","04","01","2","","1","1","02","1","","2","5","206","0001842",816
"12010","03","03","05","01","2","","2","","02","1","","2","5","208","0001843",730
"12011","04","03","05","01","2","","1","1","05","1","","2","5","208","0001843",730
"12012","05","03","03","01","1","1","2","","04","1","","2","5","208","0001843",730
"12013","01","05","07","01","1","2","1","1","06","1","","2","5","208","0001844",801
"12014","03","03","06","01","2","","1","1","04","1","","2","5","208","0001844",801
"12015","04","02","02","01","2","","2","","03","1","","2","5","208","0001844",801
"12016","05","02","04","01","1","1","1","2","04","1","","2","5","208","0001844",801
"12017","01","03","05","01","2","","1","1","02","1","","2","5","206","0001845",943
"12018","02","01","02","01","1","1","2","","02","1","","2","5","206","0001845",943
"12019","03","05","06","01","1","1","2","","08","2","02","2","5","206","0001845",943
"12020","05","03","05","01","2","","1","1","05","1","","2","5","206","0001845",943
"12021","01","02","03","01","1","1","1","1","02","1","","2","5","206","0001846",870
"12022","02","02","02","00","2","","2","","01","1","","2","5","206","0001846",870
"12023","03","01","02","01","2","","1","1","03","1","","2","5","206","0001846",870
"12024","04","02","04","01","2","","1","1","04","1","","2","5","206","0001846",870
"12025","05","02","03","00","2","","2","","05","1","","2","5","206","0001846",870
"12026","01","03","05","01","1","1","1","1","04","1","","2","5","206","0001847",790
"12027","02","02","04","02","1","1","2","","02","1","","2","5","206","0001847",790
"12028","04","02","03","01","1","1","1","2","06","1","","2","5","206","0001847",790
"12029","05","03","05","00","2","","1","1","04","1","","2","5","206","0001847",790
"12030","01","02","02","01","2","","2","","05","1","","3","5","209","0001848",869
"12031","02","01","01","01","2","","2","","05","1","","3","5","209","0001848",869
"12032","03","01","02","01","2","","2","","01","1","","3","5","209","0001848",869
"12033","05","01","03","01","2","","2","","01","1","","3","5","209","0001848",869
"12034","04","01","02","01","2","","2","","04","1","","3","5","209","0001849",932
"12035","05","04","08","01","1","1","1","1","05","1","","3","5","209","0001849",932
"12036","01","02","03","01","2","","2","","02","1","","3","5","204","0001850",681
"12037","02","02","03","00","2","","2","","06","1","","3","5","204","0001850",681
"12038","04","02","03","01","2","","2","","05","1","","3","5","204","0001850",681
"12039","05","02","03","01","2","","1","1","05","1","","3","5","204","0001850",681
"12040","06","02","03","01","1","1","1","1","03","1","","3","5","204","0001850",681
"12041","07","02","02","00","2","","2","","03","1","","3","5","204","0001850",681
"12042","08","02","03","00","2","","1","1","02","1","","3","5","204","0001850",681
"12043","09","03","04","01","2","","2","","09","2","02","3","5","204","0001850",681
"12044","10","02","04","01","2","","2","","02","1","","3","5","204","0001850",681
"12045","11","01","03","01","2","","2","","03","1","","3","5","204","0001850",681
"12046","12","01","02","01","2","","2","","04","1","","3","5","204","0001850",681
"12047","13","04","06","01","2","","1","1","06","2","02","3","5","204","0001850",681
"12048","14","03","04","01","2","","2","","03","1","","3","5","204","0001850",681
"12049","15","02","05","01","1","1","1","1","02","1","","3","5","204","0001850",681
"12050","16","02","04","01","1","1","2","","03","1","","3","5","204","0001850",681
"12051","17","01","03","01","2","","2","","02","1","","3","5","204","0001850",681
"12052","18","01","01","00","2","","2","","01","1","","3","5","204","0001850",681
"12053","19","04","09","02","2","","1","1","03","1","","3","5","204","0001850",681
"12054","20","03","05","01","1","3","1","1","04","1","","3","5","204","0001850",681
"12055","01","01","02","01","2","","2","","03","1","","3","5","209","0001851",802
"12056","02","02","02","00","2","","2","","03","1","","3","5","209","0001851",802
"12057","03","02","05","01","2","","2","","04","1","","3","5","209","0001851",802
"12058","04","02","05","03","1","3","1","1","04","1","","3","5","209","0001851",802
"12059","05","03","04","00","2","","2","","07","1","","3","5","209","0001851",802
"12060","01","02","04","01","2","","2","","04","1","","3","5","209","0001852",866
"12061","02","03","05","02","1","2","2","","04","1","","3","5","209","0001852",866
"12062","03","02","03","01","2","","2","","06","1","","3","5","209","0001852",866
"12063","04","01","01","00","2","","2","","01","1","","3","5","209","0001852",866
"12064","05","01","02","01","2","","2","","04","1","","3","5","209","0001852",866
"12065","01","01","02","01","2","","2","","03","1","","3","5","204","0001853",748
"12066","02","04","06","01","1","1","1","1","04","1","","3","5","204","0001853",748
"12067","03","02","06","01","2","","2","","03","1","","3","5","204","0001853",748
"12068","04","02","04","01","1","1","1","1","05","1","","3","5","204","0001853",748
"12069","05","02","04","01","2","","2","","03","1","","3","5","204","0001853",748
"12070","06","01","02","01","2","","2","","03","1","","3","5","204","0001853",748
"12071","07","02","04","01","2","","2","","08","1","","3","5","204","0001853",748
"12072","08","03","04","01","1","1","1","1","03","1","","3","5","204","0001853",748
"12073","10","01","02","01","2","","2","","03","1","","3","5","204","0001853",748
"12074","11","03","05","01","2","","2","","07","1","","3","5","204","0001853",748
"12075","12","01","01","00","2","","2","","01","1","","3","5","204","0001853",748
"12076","13","01","02","00","2","","2","","03","1","","3","5","204","0001853",748
"12077","14","04","05","00","2","","2","","09","1","","3","5","204","0001853",748
"12078","15","01","01","01","2","","2","","01","1","","3","5","204","0001853",748
"12079","16","01","06","01","2","","2","","03","1","","3","5","204","0001853",748
"12080","17","02","03","01","2","","2","","04","1","","3","5","204","0001853",748
"12081","18","02","03","01","2","","1","1","02","1","","3","5","204","0001853",748
"12082","19","01","02","01","2","","2","","04","1","","3","5","204","0001853",748
"12083","20","02","03","01","2","","1","1","01","1","","3","5","204","0001853",748
"12084","02","02","03","01","2","","1","1","03","1","","3","5","210","0001854",2149
"12085","03","02","04","01","1","1","2","","02","1","","3","5","210","0001854",2149
"12086","04","01","03","01","2","","2","","01","1","","3","5","210","0001854",2149
"12087","05","02","03","01","2","","2","","02","1","","3","5","210","0001854",2149
"12088","01","01","02","00","2","","2","","06","1","","3","5","204","0001855",788
"12089","02","02","03","01","2","","2","","03","1","","3","5","204","0001855",788
"12090","03","01","02","01","2","","2","","01","1","","3","5","204","0001855",788
"12091","04","03","05","00","2","","1","1","05","1","","3","5","204","0001855",788
"12092","06","04","05","00","1","1","2","","03","1","","3","5","204","0001855",788
"12093","07","02","05","02","1","2","2","","05","1","","3","5","204","0001855",788
"12094","08","02","03","01","2","","1","1","07","1","","3","5","204","0001855",788
"12095","09","03","04","00","2","","2","","04","1","","3","5","204","0001855",788
"12096","10","01","01","00","2","","2","","07","1","","3","5","204","0001855",788
"12097","11","02","04","01","2","","2","","05","1","","3","5","204","0001855",788
"12098","12","01","02","01","2","","2","","01","1","","3","5","204","0001855",788
"12099","13","01","01","00","2","","2","","04","1","","3","5","204","0001855",788
"12100","14","04","06","02","2","","1","1","06","2","02","3","5","204","0001855",788
"12101","15","02","03","01","1","1","1","1","04","1","","3","5","204","0001855",788
"12102","16","02","03","01","1","1","2","","02","1","","3","5","204","0001855",788
"12103","17","05","05","01","2","","1","1","08","1","","3","5","204","0001855",788
"12104","19","03","04","01","2","","2","","06","1","","3","5","204","0001855",788
"12105","20","01","02","01","2","","2","","04","1","","3","5","204","0001855",788
"12106","02","01","02","00","2","","2","","02","1","","3","5","209","0001856",905
"12107","03","02","04","00","2","","1","1","05","1","","3","5","209","0001856",905
"12108","04","03","06","01","1","1","1","1","05","1","","3","5","209","0001856",905
"12109","05","01","03","01","2","","2","","04","1","","3","5","209","0001856",905
"12110","01","01","03","01","2","","2","","01","1","","3","5","209","0001857",1249
"12111","02","03","05","01","1","1","1","1","04","1","","3","5","209","0001857",1249
"12112","03","03","05","01","1","2","1","1","03","1","","3","5","209","0001857",1249
"12113","01","01","02","00","2","","2","","03","1","","3","5","209","0001858",882
"12114","03","03","06","01","1","1","1","1","04","1","","3","5","209","0001858",882
"12115","04","01","01","00","2","","2","","02","1","","3","5","209","0001858",882
"12116","05","02","04","01","1","2","1","1","07","1","","3","5","209","0001858",882
"12117","01","02","04","01","1","1","2","","05","1","","3","5","209","0001859",976
"12118","02","02","03","01","2","","1","1","06","1","","3","5","209","0001859",976
"12119","03","01","01","00","2","","2","","02","1","","3","5","209","0001859",976
"12120","04","02","04","01","2","","2","","03","1","","3","5","209","0001859",976
"12121","05","02","03","01","2","","2","","04","1","","3","5","209","0001859",976
"12122","01","02","02","01","1","1","1","1","04","1","","3","5","209","0001860",1047
"12123","02","02","03","01","2","","2","","02","1","","3","5","209","0001860",1047
"12124","03","02","05","01","1","1","1","1","02","1","","3","5","209","0001860",1047
"12125","04","03","03","01","2","","2","","05","1","","3","5","209","0001860",1047
"12126","05","02","04","00","2","","1","1","05","1","","3","5","209","0001860",1047
"12127","01","03","06","01","1","1","1","1","06","1","","3","5","211","0001861",877
"12128","03","01","03","01","2","","2","","04","1","","3","5","211","0001861",877
"12129","04","03","05","01","1","2","1","1","06","1","","3","5","211","0001861",877
"12130","05","03","05","01","2","","1","1","03","1","","3","5","211","0001861",877
"12131","01","04","05","02","2","","1","1","07","1","","3","5","211","0001862",1264
"12132","02","02","03","00","2","","2","","03","1","","3","5","211","0001862",1264
"12133","03","02","03","01","2","","2","","06","1","","3","5","211","0001862",1264
"12134","04","04","08","01","2","","1","1","04","1","","3","5","211","0001862",1264
"12135","02","01","02","01","2","","2","","05","1","","3","5","204","0001863",669
"12136","03","02","06","01","1","1","1","1","04","1","","3","5","204","0001863",669
"12137","04","02","03","01","2","","1","1","06","1","","3","5","204","0001863",669
"12138","06","03","05","01","2","","1","1","05","1","","3","5","204","0001863",669
"12139","07","02","02","01","2","","2","","02","1","","3","5","204","0001863",669
"12140","09","02","03","00","2","","2","","03","1","","3","5","204","0001863",669
"12141","10","02","05","01","2","","1","1","03","1","","3","5","204","0001863",669
"12142","11","02","03","01","2","","2","","05","1","","3","5","204","0001863",669
"12143","12","02","03","01","2","","2","","03","1","","3","5","204","0001863",669
"12144","13","03","07","01","2","","1","1","04","1","","3","5","204","0001863",669
"12145","14","01","02","01","2","","2","","02","1","","3","5","204","0001863",669
"12146","15","03","05","02","1","1","1","1","02","1","","3","5","204","0001863",669
"12147","16","01","01","01","2","","2","","03","1","","3","5","204","0001863",669
"12148","17","02","04","01","2","","1","1","04","1","","3","5","204","0001863",669
"12149","18","02","03","01","1","2","2","","01","1","","3","5","204","0001863",669
"12150","19","03","06","01","1","1","1","1","02","1","","3","5","204","0001863",669
"12151","20","04","05","02","1","2","1","1","05","1","","3","5","204","0001863",669
"12152","01","03","06","01","2","","2","","05","1","","3","5","209","0001864",902
"12153","02","01","03","01","2","","2","","03","1","","3","5","209","0001864",902
"12154","03","02","04","02","2","","2","","02","1","","3","5","209","0001864",902
"12155","04","02","03","01","2","","2","","08","1","","3","5","209","0001864",902
"12156","05","02","03","00","2","","2","","04","1","","3","5","209","0001864",902
"12157","01","02","04","01","1","1","2","","03","1","","3","5","209","0001865",868
"12158","02","03","06","02","2","","1","1","01","1","","3","5","209","0001865",868
"12159","03","03","08","02","1","1","1","1","02","1","","3","5","209","0001865",868
"12160","04","03","05","01","1","2","1","1","04","1","","3","5","209","0001865",868
"12161","05","05","13","02","1","2","1","1","07","1","","3","5","209","0001865",868
"12162","03","01","02","01","1","1","1","1","04","1","","3","5","209","0001866",1012
"12163","04","02","03","01","1","1","1","1","05","1","","3","5","209","0001866",1012
